episode,dataset,dataset_name,task_id,dataset_id,split_type,reward,loss,epsilon,f1,pipeline,invalid_count,pipeline_length,cache_hit
187,wall-robot-navigation,wall-robot-navigation,9960,1497,train,0.9678933336618712,0.01438913308084011,0.3897078735047413,0.9878933336618713,['random_forest'],0,1,True
188,CIFAR_10,CIFAR_10,167124,40927,train,0.3033131798032224,0.01075870543718338,0.3877593341372176,0.32331317980322244,['knn'],0,1,True
189,wdbc,wdbc,9946,1510,train,0.846285953060798,0.015339798759669065,0.3858205374665315,0.866285953060798,['svm'],0,1,True
190,har,har,14970,1478,train,0.9440564175807428,0.014922215137630701,0.38389143477919885,0.9640564175807428,['knn'],0,1,True
191,segment,segment,146822,40984,train,0.7061630328613331,0.009934821942200264,0.3819719776053028,0.7461630328613331,"['pca', 'random_forest']",0,2,False
192,cmc,cmc,23,23,train,0.4312155550693457,0.010795194655656815,0.3800621177172763,0.4912155550693457,"['pca', 'minmax_scaler', 'svm']",0,3,True
193,MiceProtein,MiceProtein,146800,40966,train,0.6989317036624847,0.0071077176835387945,0.37816180712868996,0.7189317036624847,['svm'],0,1,False
194,analcatdata_authorship,analcatdata_authorship,3549,458,train,0.9491161470108838,0.011592100529621044,0.37627099809304654,0.9891161470108838,"['pca', 'random_forest']",0,2,False
195,breast-w,breast-w,15,15,train,0.9523389355742297,0.007199976244010031,0.3743896431025813,0.9723389355742297,['svm'],0,1,False
196,cylinder-bands,cylinder-bands,14954,6332,train,0.4092397660818713,0.015356828458607197,0.37251769488706843,0.4292397660818713,['svm'],0,1,False
197,car,car,146821,40975,train,0.9151110581357987,0.013064036145806313,0.3706551064126331,0.9351110581357988,['svm'],0,1,True
198,dresses-sales,dresses-sales,125920,23381,train,0.6123630136986301,0.008094470482319593,0.36880183088056995,0.6323630136986301,['random_forest'],0,1,True
199,pc1,pc1,3918,1068,train,0.6271738303537466,0.010766221055140099,0.3669578217261671,0.6671738303537467,"['standard_scaler', 'knn']",0,2,False
200,jm1,jm1,3904,1053,train,0.45656662119145064,0.011409651022404432,0.36512303261753626,0.47656662119145066,['svm'],0,1,True
201,electricity,electricity,219,151,train,0.7432443368921977,0.010043226880952716,0.3632974174544486,0.7632443368921977,['svm'],0,1,True
202,kc2,kc2,3913,1063,train,0.6461702127659574,0.02121953045328458,0.3614809303671764,0.6861702127659575,"['minmax_scaler', 'random_forest']",0,2,False
203,analcatdata_dmft,analcatdata_dmft,3560,469,train,0.16382357413366963,0.02510423120111227,0.3596735257153405,0.18382357413366965,['svm'],0,1,True
204,cnae-9,cnae-9,9981,1468,train,0.8864438290727232,0.009494116995483637,0.3578751580867638,0.9064438290727233,['svm'],0,1,False
205,balance-scale,balance-scale,11,11,train,0.602476064949567,0.020686133299022913,0.35608578229633,0.622476064949567,['svm'],0,1,False
206,mfeat-pixel,mfeat-pixel,146824,40979,train,0.9600170983936368,0.02171349385753274,0.3543053533848483,0.9800170983936368,['svm'],0,1,False
207,sick,sick,3021,38,train,0.8878153653122285,0.007851258385926485,0.35253382661792404,0.9078153653122285,['random_forest'],0,1,True
208,texture,texture,125922,40499,train,0.9550832992800269,0.01249309303238988,0.3507711574848344,0.9750832992800269,['random_forest'],0,1,True
209,adult,adult,7592,1590,train,0.6185890315517069,0.009507724083960056,0.34901730169741024,0.6385890315517069,['knn'],0,1,False
210,ilpd,ilpd,9971,1480,train,0.3951785714285714,0.00745485897641629,0.3472722151889232,0.4151785714285714,['svm'],0,1,True
211,mnist_784,mnist_784,3573,554,train,0.9499620107109487,0.014042133465409279,0.3455358541129786,0.9699620107109487,['knn'],0,1,False
212,kr-vs-kp,kr-vs-kp,3,3,train,0.9353880279833093,0.019266887567937374,0.3438081748424137,0.9553880279833094,['svm'],0,1,True
213,vowel,vowel,3022,307,train,0.8888111439266767,0.011840299858401218,0.3420891339682016,0.9288111439266767,"['pca', 'random_forest']",0,2,False
214,connect-4,connect-4,146195,40668,train,0.5604683512721392,0.00871597370132804,0.3403786882983606,0.5804683512721392,['svm'],0,1,False
215,GesturePhaseSegmentationProcessed,GesturePhaseSegmentationProcessed,14969,4538,train,0.5664001420260103,0.008530976250767708,0.3386767948568688,0.5864001420260103,['random_forest'],0,1,False
216,ozone-level-8hr,ozone-level-8hr,9978,1487,train,0.6017650962176508,0.00889434339478612,0.33698341088258443,0.6217650962176509,['random_forest'],0,1,True
217,climate-model-simulation-crashes,climate-model-simulation-crashes,146819,40994,train,0.5217816091954023,0.01294229676326116,0.3352984938281715,0.5617816091954023,"['feature_selection', 'svm']",0,2,False
218,numerai28.6,numerai28.6,167120,23517,train,0.4997472869470382,0.011703993659466505,0.33362200135903064,0.5197472869470382,['svm'],0,1,True
219,blood-transfusion-service-center,blood-transfusion-service-center,10101,1464,train,0.4387336782458734,0.020564144011586905,0.33195389135223546,0.4587336782458734,['svm'],0,1,True
220,mfeat-factors,mfeat-factors,12,12,train,0.924337382248156,0.010250343630711237,0.3302941218954743,0.964337382248156,"['standard_scaler', 'knn']",0,2,False
221,banknote-authentication,banknote-authentication,10093,1462,train,0.9767240922342963,0.017465670593082905,0.32864265128599696,0.9967240922342964,['svm'],0,1,True
222,first-order-theorem-proving,first-order-theorem-proving,9985,1475,train,0.48185933937223024,0.016910494305193424,0.326999438029567,0.5018593393722303,['random_forest'],0,1,True
223,mfeat-karhunen,mfeat-karhunen,16,16,train,0.962266485276634,0.01255211466923356,0.3253644408394192,0.9822664852766341,['svm'],0,1,True
224,letter,letter,6,6,train,0.9025431061109469,0.009370309766381979,0.3237376186352221,0.9225431061109469,['svm'],0,1,False
225,pc4,pc4,3902,1049,train,0.44753246753246756,0.011924737598747015,0.322118930542046,0.4675324675324676,['svm'],0,1,False
226,Devnagari-Script,Devnagari-Script,167121,40923,train,0.8627855012260914,0.010720425440619389,0.32050833588933575,0.9027855012260915,"['standard_scaler', 'knn']",0,2,False
227,isolet,isolet,3481,300,train,0.869801282532608,0.009649014158640057,0.31890579420988907,0.889801282532608,['knn'],0,1,True
228,mfeat-morphological,mfeat-morphological,18,18,train,0.37619566871878,0.00927922734990716,0.3173112652388396,0.39619566871878004,['svm'],0,1,True
229,tic-tac-toe,tic-tac-toe,49,50,train,0.9071624266144813,0.014931694604456425,0.3157247089126454,0.9471624266144814,"['minmax_scaler', 'svm']",0,2,False
230,semeion,semeion,9964,1501,train,0.9356931871239985,0.015301135368645191,0.3141460853680822,0.9556931871239985,['svm'],0,1,True
231,satimage,satimage,2074,182,train,0.8827900918802077,0.012009194120764732,0.3125753549412418,0.9027900918802078,['random_forest'],0,1,True
232,churn,churn,167141,40701,train,0.864628078216103,0.013740470632910728,0.31101247816653554,0.884628078216103,['random_forest'],0,1,False
233,dna,dna,167140,40670,train,0.9275867284907408,0.020687606185674667,0.30945741577570285,0.9475867284907408,['svm'],0,1,False
234,credit-g,credit-g,31,31,train,0.46743386243386237,0.008626641472801566,0.3079101286968243,0.4874338624338624,['svm'],0,1,True
235,credit-approval,credit-approval,29,29,train,0.553687292601991,0.014170014532282948,0.3063705780533402,0.573687292601991,['svm'],0,1,True
236,mfeat-fourier,mfeat-fourier,14,14,train,0.8070056981911784,0.01802765391767025,0.30483872516307353,0.8270056981911784,['random_forest'],0,1,True
237,Fashion-MNIST,Fashion-MNIST,146825,40996,train,0.8320082835895705,0.013049553381279111,0.3033145315372582,0.8520082835895705,['knn'],0,1,True
238,splice,splice,45,46,train,0.9339648601916312,0.02808373887091875,0.3017979588795719,0.9539648601916312,['random_forest'],0,1,True
239,eucalyptus,eucalyptus,2079,188,train,0.14959646213377553,0.012633511563763022,0.30028896908517405,0.16959646213377555,['svm'],0,1,False
240,PhishingWebsites,PhishingWebsites,14952,4534,train,0.8857059397705829,0.014587715035304427,0.2987875242397482,0.9457059397705829,"['feature_selection', 'standard_scaler', 'knn']",0,3,False
241,splice,splice,45,46,train,0.947365020467326,0.012107735965400934,0.29729358661854943,0.967365020467326,['svm'],0,1,True
242,texture,texture,125922,40499,train,0.9550832992800269,0.019102842546999454,0.29580711868545667,0.9750832992800269,['random_forest'],0,1,True
243,nomao,nomao,9977,1486,train,0.8993120468882341,0.013222729787230492,0.2943280830920294,0.9393120468882341,"['pca', 'knn']",0,2,False
244,pc1,pc1,3918,1068,train,0.4613278008298755,0.014772702939808369,0.29285644267656924,0.48132780082987553,['svm'],0,1,True
245,credit-g,credit-g,31,31,train,0.46743386243386237,0.026264707557857037,0.2913921604631864,0.4874338624338624,['svm'],0,1,True
246,bank-marketing,bank-marketing,14965,1461,train,0.6997413385114349,0.012220604810863733,0.28993519966087045,0.719741338511435,['random_forest'],0,1,True
247,climate-model-simulation-crashes,climate-model-simulation-crashes,146819,40994,train,0.5417816091954023,0.01575870206579566,0.2884855236625661,0.5617816091954023,['svm'],0,1,True
248,kr-vs-kp,kr-vs-kp,3,3,train,0.9353880279833093,0.012280863709747791,0.28704309604425327,0.9553880279833094,['svm'],0,1,True
249,isolet,isolet,3481,300,train,0.946933827324566,0.011978361057117581,0.285607880564032,0.966933827324566,['svm'],0,1,False
250,sick,sick,3021,38,train,0.8878153653122285,0.017448225989937782,0.28417984116121187,0.9078153653122285,['random_forest'],0,1,True
251,first-order-theorem-proving,first-order-theorem-proving,9985,1475,train,0.3428522557498767,0.00830928049981594,0.2827589419554058,0.36285225574987673,['svm'],0,1,True
252,mnist_784,mnist_784,3573,554,train,0.9566883051675554,0.015074740629643202,0.28134514724562876,0.9766883051675554,['svm'],0,1,True
253,mfeat-morphological,mfeat-morphological,18,18,train,0.37619566871878,0.011314281029626727,0.2799384215094006,0.39619566871878004,['svm'],0,1,True
254,analcatdata_dmft,analcatdata_dmft,3560,469,train,0.14105672105672104,0.013508903444744647,0.27853872940185365,0.20105672105672104,"['standard_scaler', 'pca', 'knn']",0,3,False
255,wall-robot-navigation,wall-robot-navigation,9960,1497,train,0.8408976360797563,0.01754312263801694,0.27714603575484437,0.8608976360797563,['svm'],0,1,False
256,banknote-authentication,banknote-authentication,10093,1462,train,0.9767240922342963,0.008366109104827046,0.2757603055760701,0.9967240922342964,['svm'],0,1,True
257,breast-w,breast-w,15,15,train,0.9323389355742296,0.015347926877439022,0.2743815040481898,0.9723389355742297,"['feature_selection', 'svm']",0,2,False
258,dresses-sales,dresses-sales,125920,23381,train,0.5875283957570637,0.011708918493241072,0.2730095965279488,0.6075283957570637,['svm'],0,1,True
259,Internet-Advertisements,Internet-Advertisements,167125,40978,train,0.9329336734693876,0.014367952477186918,0.27164454854530906,0.9529336734693876,['random_forest'],0,1,False
260,har,har,14970,1478,train,0.9440564175807428,0.00639149802736938,0.2702863258025825,0.9640564175807428,['knn'],0,1,True
261,MiceProtein,MiceProtein,146800,40966,train,0.6989317036624847,0.008611734490841627,0.2689348941735696,0.7189317036624847,['svm'],0,1,True
262,cylinder-bands,cylinder-bands,14954,6332,train,0.609388908512893,0.011098097078502178,0.26759021970270175,0.629388908512893,['knn'],0,1,False
263,numerai28.6,numerai28.6,167120,23517,train,0.4997472869470382,0.011514151934534311,0.2662522686041882,0.5197472869470382,['svm'],0,1,True
264,blood-transfusion-service-center,blood-transfusion-service-center,10101,1464,train,0.4187336782458734,0.01407009114821752,0.2649210072611673,0.4587336782458734,"['feature_selection', 'svm']",0,2,False
265,GesturePhaseSegmentationProcessed,GesturePhaseSegmentationProcessed,14969,4538,train,0.4830928247908257,0.013998505038519701,0.26359640222486147,0.5230928247908258,"['standard_scaler', 'knn']",0,2,False
266,analcatdata_authorship,analcatdata_authorship,3549,458,train,0.976375098502758,0.012968754628673196,0.26227842021373715,0.9963750985027581,['svm'],0,1,True
267,letter,letter,6,6,train,0.9025431061109469,0.01688314788043499,0.2609670281126685,0.9225431061109469,['svm'],0,1,True
268,credit-approval,credit-approval,29,29,train,0.553687292601991,0.0069103401619941,0.25966219297210513,0.573687292601991,['svm'],0,1,True
269,kc2,kc2,3913,1063,train,0.4990501506290981,0.007233675802126527,0.2583638820072446,0.5190501506290981,['svm'],0,1,False
270,mfeat-pixel,mfeat-pixel,146824,40979,train,0.9512976271040787,0.0163514893501997,0.2570720625972084,0.9712976271040787,['random_forest'],0,1,True
271,mfeat-karhunen,mfeat-karhunen,16,16,train,0.8954254778713107,0.016891091945581138,0.25578670228422234,0.9554254778713107,"['minmax_scaler', 'feature_selection', 'knn']",0,3,False
272,ozone-level-8hr,ozone-level-8hr,9978,1487,train,0.6017650962176508,0.01519289263524115,0.25450776877280124,0.6217650962176509,['random_forest'],0,1,True
273,cnae-9,cnae-9,9981,1468,train,0.8864438290727232,0.016125931404531002,0.2532352299289372,0.9064438290727233,['svm'],0,1,True
274,electricity,electricity,219,151,train,0.7432443368921977,0.0081982403062284,0.2519690537792925,0.7632443368921977,['svm'],0,1,True
275,balance-scale,balance-scale,11,11,train,0.602476064949567,0.01337628299370408,0.2507092085103961,0.622476064949567,['svm'],0,1,True
276,pc4,pc4,3902,1049,train,0.44753246753246756,0.018096168991178274,0.2494556624678441,0.4675324675324676,['svm'],0,1,True
277,churn,churn,167141,40701,train,0.4419799139167862,0.01253100810572505,0.24820838415550486,0.4619799139167862,['svm'],0,1,True
278,cmc,cmc,23,23,train,0.4738723211909788,0.018672398757189512,0.24696734223472733,0.4938723211909788,['knn'],0,1,False
279,adult,adult,7592,1590,train,0.7692875583366886,0.01765497773885727,0.2457325055235537,0.7892875583366886,['random_forest'],0,1,True
280,wdbc,wdbc,9946,1510,train,0.846285953060798,0.01845416473224759,0.24450384299593592,0.866285953060798,['svm'],0,1,True
281,mfeat-fourier,mfeat-fourier,14,14,train,0.8356033166401582,0.012993910349905491,0.24328132378095624,0.8556033166401582,['svm'],0,1,False
282,connect-4,connect-4,146195,40668,train,0.6031804832812043,0.015621865633875132,0.24206491716205145,0.6231804832812043,['random_forest'],0,1,True
283,CIFAR_10,CIFAR_10,167124,40927,train,0.3103319565099506,0.01662407722324133,0.2408545925762412,0.35033195650995064,"['pca', 'knn']",0,2,False
284,dna,dna,167140,40670,train,0.9069010386258641,0.013515148932735125,0.23965031961336,0.9469010386258642,"['minmax_scaler', 'random_forest']",0,2,False
285,Devnagari-Script,Devnagari-Script,167121,40923,train,0.7915505845565055,0.010898088570684195,0.2384520680152932,0.8315505845565055,"['pca', 'random_forest']",0,2,False
286,vowel,vowel,3022,307,train,0.9308934570440405,0.01701457123272121,0.23725980767521673,0.9508934570440405,['random_forest'],0,1,False
287,jm1,jm1,3904,1053,train,0.590357548713235,0.00684401229955256,0.23607350863684065,0.610357548713235,['random_forest'],0,1,False
288,tic-tac-toe,tic-tac-toe,49,50,train,0.9271624266144813,0.0096198208630085,0.23489314109365644,0.9471624266144814,['svm'],0,1,False
289,satimage,satimage,2074,182,train,0.8827900918802077,0.016964024398475885,0.23371867538818816,0.9027900918802078,['random_forest'],0,1,True
290,car,car,146821,40975,train,0.9151110581357987,0.0078486620914191,0.23255008201124722,0.9351110581357988,['svm'],0,1,True
291,wilt,wilt,146820,40983,train,0.466078338839075,0.011900963261723518,0.231387331601191,0.48607833883907503,['svm'],0,1,True
292,segment,segment,146822,40984,train,0.7063593415196645,0.014617943670600653,0.23023039494318503,0.7263593415196645,['svm'],0,1,True
293,eucalyptus,eucalyptus,2079,188,train,0.14959646213377553,0.007622306235134602,0.2290792429684691,0.16959646213377555,['svm'],0,1,True
294,Fashion-MNIST,Fashion-MNIST,146825,40996,train,0.8320082835895705,0.026024106424301863,0.22793384675362674,0.8520082835895705,['knn'],0,1,True
295,ilpd,ilpd,9971,1480,train,0.3951785714285714,0.017518332228064537,0.22679417751985861,0.4151785714285714,['svm'],0,1,True
296,mfeat-zernike,mfeat-zernike,22,22,train,0.8019942340973475,0.025337697006762028,0.22566020663225933,0.8219942340973475,['svm'],0,1,True
297,jungle_chess_2pcs_raw_endgame_complete,jungle_chess_2pcs_raw_endgame_complete,167119,41027,train,0.7287484216304789,0.019256585277616978,0.22453190559909803,0.7487484216304789,['svm'],0,1,True
298,mfeat-factors,mfeat-factors,12,12,train,0.8557700906395882,0.019237586297094822,0.22340924607110255,0.8757700906395882,['svm'],0,1,False
299,semeion,semeion,9964,1501,train,0.9356931871239985,0.009456600062549114,0.22229219984074702,0.9556931871239985,['svm'],0,1,True
300,bank-marketing,bank-marketing,14965,1461,train,0.6997413385114349,0.010976266115903854,0.2211807388415433,0.719741338511435,['random_forest'],0,1,True
301,pc4,pc4,3902,1049,train,0.4930866785452258,0.010293934610672295,0.22007483514733558,0.5530866785452259,"['pca', 'minmax_scaler', 'knn']",0,3,False
302,connect-4,connect-4,146195,40668,train,0.6031804832812043,0.009489740710705519,0.2189744609715989,0.6231804832812043,['random_forest'],0,1,True
